Title,Artist,Album,Release Date,Popularity,Duration (s),Explicit,Danceability,Energy,Tempo,Country
vampire,Olivia Rodrigo,GUTS,2023-09-08,96,219.724,True,51.1,53.2,138.005,GB
Wildest Dreams (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,82,220.433,False,58.099999999999994,67.2,140.061,GB
My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,2023-09-15,96,137.773,False,50.4,30.8,113.95,GB
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,83,193.289,False,58.599999999999994,72.0,97.057,GB
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",2023-07-27,82,177.291,False,62.0,93.5,87.532,GB
Shake It Off (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,83,219.209,False,63.2,80.7,160.055,GB
New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,83,230.177,False,65.10000000000001,85.5,121.98,GB
Stick Season,Noah Kahan,Stick Season,2022-10-14,88,182.346,False,66.2,48.8,117.913,GB
I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,82,207.65,False,66.9,85.1,118.026,GB
Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,82,271.0,False,77.10000000000001,38.6,103.96,GB
How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,82,247.533,False,75.4,68.2,120.027,GB
Bad Blood (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,83,211.103,False,61.9,68.60000000000001,169.943,GB
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),2023-05-25,94,176.579,False,67.10000000000001,84.5,110.056,GB
I Know Places (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81,195.7,False,57.49999999999999,80.30000000000001,160.039,GB
Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81,245.566,False,46.2,70.8,183.811,GB
This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81,250.1,False,47.4,51.1,144.022,GB
You Are In Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81,267.389,False,53.7,49.5,84.948,GB
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,96,222.369,False,44.4,9.11,78.403,GB
Disconnect,"Becky Hill, Chase & Status",Disconnect,2023-07-14,81,164.914,True,50.4,97.6,175.048,GB
Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),1977-02-04,89,257.8,False,82.8,49.2,120.151,GB
adore u,"Fred again.., Obongjayar",adore u,2023-08-11,84,220.653,False,74.7,86.7,124.015,GB
fukumean,Gunna,a Gift & a Curse,2023-06-16,95,125.04,True,84.7,62.2,130.001,GB
Asking,"Sonny Fodera, MK, Clementine Douglas",Asking,2023-07-07,79,191.59,False,47.699999999999996,85.39999999999999,126.965,GB
Mr. Brightside,The Killers,Hot Fuss,2004,88,222.973,False,35.199999999999996,91.10000000000001,148.033,GB
Anti-Hero,Taylor Swift,Midnights,2022-10-21,93,200.69,False,63.7,64.3,97.008,GB
bad idea right?,Olivia Rodrigo,GUTS,2023-09-08,93,184.783,True,62.7,87.9,129.979,GB
IDGAF (feat. Yeat),"Drake, Yeat",For All The Dogs,2023-10-06,94,260.111,True,66.3,67.0,136.952,GB
One Of Your Girls,Troye Sivan,Something To Give Each Other,2023-10-13,87,181.481,False,62.9,65.4,93.034,GB
Daylight,David Kushner,Daylight,2023-04-14,95,212.953,False,50.8,43.0,130.09,GB
Kill Bill,SZA,SOS,2022-12-08,92,153.946,False,64.4,73.5,88.98,GB
get him back!,Olivia Rodrigo,GUTS,2023-09-08,91,211.141,True,54.6,84.6,162.043,GB
(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],2023-06-15,92,231.545,False,67.10000000000001,87.6,129.998,GB
Another Love,Tom Odell,Long Way Down (Deluxe),2013-06-24,92,244.36,True,44.5,53.7,122.769,GB
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",For All The Dogs,2023-10-06,88,319.191,True,64.5,72.89999999999999,146.01,GB
